名称,悬赏标签,预估价,预估工时,参与人数,发布日期,detail_url,技能要求
300张清晰飞机行程单图片,大数据,100,3天,3,2020-08-28 22:47:49,https://zb.oschina.net/reward/detail?id=13508866,<p>300张清晰飞机行程单图片，直接给我图片即可。网络扒的不要。</p>
Windows 桌面 Keyboard Hook 限制输入频率,桌面应用,100,1天,13,2020-08-24 12:00:22,https://zb.oschina.net/reward/detail?id=14508621,<p>RDP 模式下 </p><p>windows 平台keyboard hook 实现运行后键盘相同键的输入频率限制.</p><p>功能实现类似于辅助功能选项中的过滤键.</p><p>平台为 windows server 2019 或 windows 10.</p><p>可编译为 exe 可执行文件.</p><p>需项目源码以及构建后项目可编译执行交付.</p>
微信小程序中商品的抢购,移动应用,100,3天,6,2020-08-23 20:38:43,https://zb.oschina.net/reward/detail?id=17508494,<p>微信小程序中商品的抢购 不管软件脚本还是插件都可以 就是固定礼拜四要购买</p>
UI效果,设计,100,1天,12,2020-08-21 16:29:21,https://zb.oschina.net/reward/detail?id=12508573,<ol><li>根据图片1，显示进入和退出效果，到图片2</li><li>具体效果具体沟通</li></ol><p><br></p><p><br></p>
小程序注册推广,移动应用,100,3天,4,2020-08-21 15:37:46,https://zb.oschina.net/reward/detail?id=12508563,<p>名称:高佣联盟</p><p>数量：50个</p><p>邀请码：33200776（必填)</p>
discource论坛技术运维,WEB应用,2000,10天,10,2020-08-17 16:15:08,https://zb.oschina.net/reward/detail?id=17509811,<p>寻找一枚程序员负责解决运维技术问题，需要对discource论坛比较了解，具体内容如下：</p><p>1、discource论坛架设在docker上，需要对docker比较熟悉；</p><p>2、discource论坛的架设，包含常规插件安装测试；</p><p><br></p>
四個App抓取數據并分析,大数据,200,2天,4,2020-08-11 21:40:35,https://zb.oschina.net/reward/detail?id=14509671,"<p>得物,nice, GOAT, StockX </p><p>１）实时導出各產品各app價格</p><p>２）分析平均價格</p><p>３）分析銷量</p><p>４）分析產品差價比例</p><p>5）根据用家输入筛选数据</p>"
一个静态echarts图表页面，图中效果做出来就行,WEB应用,100,2天,37,2020-08-11 08:29:51,https://zb.oschina.net/reward/detail?id=14509457,<p>需要完成一个静态echarts图表页面，数据可以自己模拟，将图中效果做出来就行，背景这些无关紧要，只需要这个大概的显示效果。</p>
爬海外特定网站或特定关键词的文章,嵌入式应用,200,15天,25,2020-08-08 23:59:48,https://zb.oschina.net/reward/detail?id=13509083,<p>爬海外特定网站或特定关键词的文章，实现定期爬取，或能根据主题从几个网站爬取。</p><p><br></p><p>要求：稳定、便捷。</p>
爬取一个站点,工具应用,100,5天,47,2020-08-02 11:15:50,https://zb.oschina.net/reward/detail?id=13507986,"<p>搜索关键词：企业文化，希望能爬取文章列表的每篇文章的标题、地址、日期。地址要真实地址。要求能提供代码和部署方式。</p><p><a href=""https://weixin.sogou.com/weixin?type=2&amp;s_from=input&amp;query=%E4%BC%81%E4%B8%9A%E6%96%87%E5%8C%96&amp;ie=utf8&amp;_sug_=n&amp;_sug_type_="" target=""_blank"">https://weixin.sogou.com/weixin?type=2&amp;s_from=input&amp;query=%E4%BC%81%E4%B8%9A%E6%96%87%E5%8C%96&amp;ie=utf8&amp;_sug_=n&amp;_sug_type_=</a></p>"
layabox农场H5游戏中嵌入抽奖功能,游戏开发,1000,3天,9,2020-07-22 16:01:32,https://zb.oschina.net/reward/detail?id=18506171,"<p>在已有的游戏中嵌入一个抽奖功能。</p><p>需求文档：<a href=""https://shimo.im/docs/c0IOohG1YcwrXSpT"" target=""_blank"">https://shimo.im/docs/c0IOohG1YcwrXSpT</a></p><p><br></p><p>赏金不是最终价格，10000以内都可谈，考虑到后续项目的长期合作，限深圳地区开发者接单。</p>"
python  解决bug,移动应用,100,100天,33,2020-07-18 20:47:25,https://zb.oschina.net/reward/detail?id=15506885,<p>协助远程解决python中的困难。本人菜鸟。</p><p>问题不会多于5个具体问题</p><p><br></p><p><br></p>
类似微擎一样的把小程序代码上传到商户小程序公众平台版本库 ,微信应用,100,7天,6,2020-07-16 16:26:25,https://zb.oschina.net/reward/detail?id=11506926,<p>类似微擎一样的把小程序代码上传到商户小程序公众平台版本库</p><p>1，代码部署在单独的服务器</p><p>2，管理员扫码确认，代码上传到用户小程序公众平台版本管理里面</p><p>价格可以再谈</p>
VSCode编辑器Lua语言插件开发,工具应用,100,4天,11,2020-07-16 14:16:42,https://zb.oschina.net/reward/detail?id=14506799,<p>国内大型公司有一个开源的项目，是用go语言编写VSCode编辑器下Lua语言的插件，已经有雏形了。</p><p>后续需要找到1-2名在校大学生参与到这个项目当中，我们会提供技术上的支持和专业上的培养，也会给适当的报酬，时间大概4-6个月。</p><p>工作内容：</p><p>1）用Go语言编写程序，要求有一定的Go语言基础，之前没有了解Go语言也没有关系，关键要有自信，肯学。</p><p>2）编写github上的开源文档</p><p>3）插件拓展到其他编辑器上</p>
安卓APP反编译,移动应用,2000,90天,36,2020-07-11 14:11:14,https://zb.oschina.net/reward/detail?id=15506508,<p>【价格可议，预算2w】</p><p>将已完成的安卓APP进行反编译，得到源码，看看里面到底是怎么操作的。</p>
购买一款图片美化C++源代码（类似美图秀秀的功能）,工具应用,500,3天,7,2020-07-11 12:24:41,https://zb.oschina.net/reward/detail?id=15506031,<p>本人求购买一款图片美化C++源代码（类似美图秀秀的功能），不必像美图秀秀类似的这样专业，本人需求如下：</p><p>第一，代码有图片美化功能（主要是用于人物的脸部皮肤美化处理，比如，降澡与磨皮功能）</p><p>第二，代码有简单的可以调图片的亮度，对比度，饱和度</p><p>第三，如果代码里面有图片调色功能，那当然是最好的了，</p><p>目前，本人最为需求是第一个要求为核心，价格均可详谈的，</p>
三千酬谢，破解一段数据，详细看附件,工具应用,100,10天,5,2020-07-10 21:41:13,https://zb.oschina.net/reward/detail?id=13506076,<p>请看附件文档。有会做的 请联系我，价格好说！</p>
H5DS插件开发,H5应用,100,100天,0,2020-07-10 16:21:58,https://zb.oschina.net/reward/detail?id=12506049,"<p><span style=""color: rgb(64, 64, 64);"">H5DS (HTML5 Design software) 这是一款基于 WEB 的 HTML5 制作工具，做手机页面无需写代码，通过可视化操作即可快速制作网页。</span></p><p><span style=""color: rgb(64, 64, 64);"">我们希望第三方开发者能加入一起开发插件，海量的插件可以让编辑器实现各种复杂的业务。</span></p><p><br></p><p>开发插件之前请先试用下编辑器。</p><p><br></p><p>编辑器网站：<a href=""https://www.h5ds.com/"" target=""_blank"">https://www.h5ds.com/</a></p><p><br></p><p>插件开发文档：<a href=""https://www.yuque.com/mantou-i2rrf/ofm6xz/tpm0gr"" target=""_blank"">https://www.yuque.com/mantou-i2rrf/ofm6xz/tpm0gr</a></p><p><span style=""color: rgb(64, 64, 64);"">﻿</span></p><p><br></p>"
找一个能用的macOS rdp lib 库,桌面应用,500,2天,3,2020-07-04 21:42:41,https://zb.oschina.net/reward/detail?id=16504302,<p>有能够提供的大佬请联系我！感谢！</p><p> x11的不要，macos已经不支持</p><p><br></p><p>C++，oc，swift都可以</p>
公司内部入出库单线上化方案及Spring Boot实现,企业应用,500,7天,34,2020-07-01 03:24:23,https://zb.oschina.net/reward/detail?id=11504757,<p>公司内部入出库单线上化方案及Spring Boot实现。</p><p><br></p><p>通过签名技术防改，这些内部单据可以将原来的纸质档案替换为电子档案。</p><p><br></p><p><br></p>
统计一个期权数据,H5应用,100,7天,18,2020-06-27 23:22:12,https://zb.oschina.net/reward/detail?id=19504441,<p>通过python爬取数据，然后筛选和排序，稍有点计算，然后列出前10条即可。</p><p>数据接口见：</p><p>1、https://blog.csdn.net/u013781175/article/details/54374798?utm_source=blogxgwz4?utm_medium=distribute.pc_relevant.none-task-blog-baidujs-6</p><p>其它数据接口类似。</p><p><br></p><p>最终把筛选结果输出到excel（输出到H5页面也行）见附件。</p><p><br></p><p>该项目只是一个学习和谈讨。费用不多。</p>
服务器断电重启后oracel数据库无法正常启动,大数据,500,1天,12,2020-06-13 20:55:22,https://zb.oschina.net/reward/detail?id=18505599,<p>服务器断电重启后oracel数据库无法正常启动，重建控制文件也启动不了，数据库状态为mount</p>
windows RDP协议深度合作，价格面谈，下面价格只是悬赏,桌面应用,100,7天,3,2020-06-11 10:05:22,https://zb.oschina.net/reward/detail?id=14505279,<p>Windows RDP协议深度合作，主要解决以下两个问题和有序优化</p><p>1.RDP远程调用时，使用本地输入法；</p><p>2.RDP远程Win7操作系统机器打开应用带出黑框（win10没有问题）</p><p>remoteapp</p><p>有意可wechat： nullbugs</p>
物联网管理云平台驻点开发,物联网,100,4天,6,2020-06-02 21:22:16,https://zb.oschina.net/reward/detail?id=12500696,"<p>1、参与我司城市级物联网云平台开发工作。</p><p>2、要求人在武汉市，能够全天参与开发优先，能够驻点开发优先。</p><p>3、要求是高级JAVA工程师，有微服务开发经验。</p><p>4、产品设计、UI设计均已完成，需要高级工程师直接参与后端开发。</p><p>5、开发费用可面议，支持开源众包担保交易。</p><p><br></p><p>对开发人员的要求：</p><p><span style=""color: rgb(68, 68, 68);"">1、工作年限：&gt;=5年 </span></p><p><span style=""color: rgb(68, 68, 68);"">2、技能关键字【必须】：微服务、Spring Cloud， Spring Boot，NOSQL(Redis/Memcache/MongoDB等)、互联网项目开发经验；</span></p><p><span style=""color: rgb(68, 68, 68);"">3、有独立开发项目经验 </span></p><p><span style=""color: rgb(68, 68, 68);"">4、熟练ES、Solar 搜索引擎技术</span></p><p><br></p><p><br></p><p>我司办公地址在武汉光谷金融港，不考虑武汉市以外的开发合作。</p>"
国家开放大学形考作业答题工具,WEB应用,100,5天,9,2020-06-01 20:51:39,https://zb.oschina.net/reward/detail?id=17500459,"<p>网址：<a href=""http://www.baidu.com/link?url=_MeldZV8u-zCwezptSsajpaPb4EhqDi45D5xrUAAk07"" target=""_blank"" style=""color: green; background-color: rgb(255, 255, 255);"">www.ouchn.cn</a></p><p><span style=""color: rgb(51, 51, 51);"">兼容所有国开形考答题 自动获取形考,自动答题 ,填空自动填入答案，自动提交 有现成的更好，有更好的建议也可接受</span></p>"
基于javaweb电子商城——后台管理子系统,WEB应用,100,1天,52,2020-06-01 18:29:07,https://zb.oschina.net/reward/detail?id=14500421,<p>1.采用jsp+servlet技术</p><p>2.使用eclipse编写代码，务必可直接运行</p><p>3.完成计划书子模块</p><p>4.计划书的app板块无需开发</p><p>5.时间最多十天</p><p>6.数据库mysql</p>
用西门子PLC S1200 获取比业传感器信号值,物联网,100,1天,4,2020-05-29 11:45:55,https://zb.oschina.net/reward/detail?id=17500071,"<h2><span style=""color: rgb(119, 119, 119);"">现在我有一台西门子S1200&nbsp;的PLC，连接比业传感器之后，想获取到传感器信号。&nbsp;</span></h2><p>可以远程指导我。</p>"
后台管理系统,云计算,100,1天,34,2020-05-24 15:33:58,https://zb.oschina.net/reward/detail?id=13502883,"<p><span style=""color: rgb(34, 34, 34);"">后台管理系统</span></p>"
windows平台下gstreamer硬件解码实现,桌面应用,500,3天,7,2020-05-22 10:44:02,https://zb.oschina.net/reward/detail?id=19502681,<p>一个h264编码的udp视频流需要解码播放，希望能在Windows平台下实现intel集成显卡的硬件解码。</p>
在线客服被劫持,移动应用,100,2天,12,2020-05-19 18:06:43,https://zb.oschina.net/reward/detail?id=13502084,<p>在线客服时常被劫持，求教大神解决问题！！！  价格可以商议</p>
抄gucci小程序，只需完成界面,微信应用,800,4天,42,2020-05-19 13:03:33,https://zb.oschina.net/reward/detail?id=17502563,<p>最好使用uni-app完成</p>
钉钉小程序设计,企业应用,500,10天,9,2020-05-10 09:09:37,https://zb.oschina.net/reward/detail?id=13521959,<p>钉钉开放平台中第三方接入应用:</p><p>1.按第三方ISV界面设计指南和建议做页面设计，大约10个页面，使用DING UI 组件.</p><p>2.企业通讯录同步和考勤排班api的闭环调试。</p><p>做过企业钉钉小程序开发，能创造性提出修改和完善建议。</p>
企业内部IM,企业应用,100,10天,11,2020-05-08 11:26:30,https://zb.oschina.net/reward/detail?id=15521663,<p>有做过企业内部IM和视频会议系统的么？需要在企业内网部署，不能连接公网第三方组件。</p><p>IM功能类似微信，能发文字语音图片视频文件，能视频语音聊天等功能。</p><p>有成熟案例的可以面谈，需要代码开源和可持续迭代。</p>
我需要一个chrome扩展chrome extensions ,WEB应用,350,7天,9,2020-05-06 16:19:39,https://zb.oschina.net/reward/detail?id=15521567,"<p>chrome扩展 chrome extensions&nbsp;</p><p><span style=""color: rgb(0, 0, 0);"">一个可以监控网页元素属性变化。比如颜色背景 文字之类的</span></p><p><span style=""color: rgb(0, 0, 0);"">然后发出警告声音并且链接webhook</span></p><p><br></p><p><span style=""color: rgb(0, 0, 0);"">要求：</span></p><p><span style=""color: rgb(0, 0, 0);"">1、能够自定义监控的属性变化</span></p><p><span style=""color: rgb(0, 0, 0);"">2、能够自定义监控的元素</span></p><p><span style=""color: rgb(0, 0, 0);"">3、能够支持跨域的frame</span></p>"
微信微擎平台投票页面的功能完善与修复,微信应用,500,3天,18,2020-05-04 15:46:05,https://zb.oschina.net/reward/detail?id=13523196,<p>微擎平台的投票软件，经常会需要开发一些小功能或者完善一些功能，在原有投票页面的基础上二次开发。500元只是一个发布的需要，具体会根据功能来协商价格，可以长期合作。</p>
VUE示例,WEB应用,500,3天,49,2020-04-21 23:39:06,https://zb.oschina.net/reward/detail?id=16523282,<p>制作VUE的各种类型示例，参考附件</p>
需要一个懂微信的高手,微信应用,100,1天,9,2020-04-18 15:41:46,https://zb.oschina.net/reward/detail?id=14528866,<p>需要一个懂微信的高手制作一个可以对违规微信进行大量投诉的软件</p>
fluter app 界面,移动应用,500,7天,19,2020-04-12 07:44:13,https://zb.oschina.net/reward/detail?id=13528503,"<p>不用完成具体的功能</p><p>仅需要界面部分，并可以点击跳转，类似完整流程的客户端 demo</p><p>风格不能乱拼，要各界面统一风格，但风格可以自选你觉得不错的</p><p>需要完成的界面如下</p><ul><li>底端导航分四个部分，tag , 内容 , 消息 . profile</li><li>tag 就是直接罗列就行，点击列出内容列表</li><li>内容是流式图文展示，大图下面显示文字，点赞数和回复数</li></ul><p>内容区可以发布图文内容，类似朋友圈，并可以填写内容对应的 tag</p><p>内容区分推荐和热门两块，</p><p>进入内容详细，显示内容，和回复内容，可以在后面回复图文内容 , 或点赞，</p><p>点 tag 提示选项 1， 关注，2 取消</p><p>点 作者头像，提示选项 1 关注 2 聊天 3 取消</p><ul><li>聊天系统只有单聊，主界面列出历史聊天，单击进入聊天界面</li><li>profile 列出个人信息，风格自选，至少包含头像，昵称，简介，秀图</li></ul><p>profile 里要列出，关注的用户，和关注的话题，可点操作取消</p><p><br></p><p><br></p><p>目前项目在开发阶段，报名后不会立刻回复，准备好后，会联系各老板的，谢谢</p>"
adb下载文件夹命令,工具应用,500,2天,11,2020-04-10 11:54:40,https://zb.oschina.net/reward/detail?id=17528025,<p>提供一个adb.exe，要求能够在下载文件夹的时候，如果文件夹中，有的文件有特殊字符的话，不会中断。</p><p><br></p><p>要求adb 的基本命令都可以使用。</p><p>最好有adb的源代码，没有源代码的话，只要功能能满足要求也行。</p>
云豹直播单间,移动应用,100,1天,7,2020-04-08 06:40:42,https://zb.oschina.net/reward/detail?id=12529159,<p>我自己搭建了云豹直播系统。10月份的版本。在运营。但是总感觉不是很对。来个会搭建的。语音跟我聊聊搭建过程跟我对一下看看我搭建的对不对。。后续有二开</p>
springcloud开源项目pig改造适配腾讯云tsf springcloud,企业应用,100,1天,8,2020-04-07 11:21:20,https://zb.oschina.net/reward/detail?id=17529323,<p>springcloud开源项目pig改造适配腾讯云tsf springcloud</p>
求在线预约咨询网站/平台/源码/方案推荐,H5应用,1000,2天,11,2020-04-06 14:23:07,https://zb.oschina.net/reward/detail?id=19529807,<p>我们的业务是做一个咨询师的门户市场网站。让咨询师在这里服务客户，客户在这里购买咨询师的咨询服务，咨询师有我们自己培训的，也有外部入驻的，也有外部咨询师机构入驻。</p><p><br></p><p>一、咨询师需要在这里有自己的个人空间：</p><p>1能发布和管理自己的付费视频点播课程</p><p>2能发布和管理自己的文章案例，</p><p>3编辑自己的简介</p><p>4*重要*发布自己的咨询项目，设定价格，能够挣钱，能够提现；类似的平台有<strong>问一问付费问答系统（不支持咨询师发布视频课程和文章）</strong></p><p>5能够查看购买咨询服务的订单列表</p><p>6只需要在平台上记录下交易订单和评价。具体咨询过程可以在其他地方（比如电话/语音/zoom），不需要在平台上实现咨询</p><p>7网站支持分销，课程分销，咨询服务的分销</p><p>8网站支持针对课程和咨询设置各种营销玩法。比如<strong>小鹅通，短书，科汛、哇咖咖</strong>等平台的营销功能。</p><p>9咨询师有等级，比如一级咨询师，二级咨询师，不同等级设置不同咨询价格。</p><p><br></p><p>二、普通客户能够：</p><p>1 查看所有咨询师列表</p><p>2 在咨询师主页里购买咨询服务</p><p>3 能够查看自己的订单</p><p>4 咨询完成后给咨询师评价，评分</p><p><strong>5 普通用户可以申请成为咨询师</strong></p><p>6 普通客户可以分销课程/咨询，分销收入在个人主页里可以看到和提现</p><p>7客户购买后能够预约咨询师时间</p><p><br></p><p>三、机构入驻（可选）：（类似的平台有<strong>eduline，科汛多机构版</strong>）</p><p>1机构可以管理和发布自己的课程/文章等</p><p>2机构下面可以有自己的咨询师</p><p>3平台支持所有机构列表</p><p><br></p><p>四、其他：</p><p>1最好支持自己定制开发，自己私有部署，开发语音最好是php/java/node，不要太偏的技术</p><p>2最好有开放api</p><p>3至少能够有微信端正常登录访问，最好能有pc端</p><p>4最好支持服务号消息推送</p><p>5可选直播（发现一些平台都带直播功能）</p><p>6微信登录微信扫码登录短信验证码注册等注册方式，方便快捷</p><p>7</p><p><br></p><p>五、可能相关的系统类别：</p><p>知识付费类系统/平台</p><p>付费问答类系统/平台</p><p>法律咨询类系统平台</p><p>医院预约挂号类平台</p><p>CRM系统</p><p><br></p><p>六、需要接单者提供：</p><p>只需要提供思路和方案即可，这个包只需要提供方案和思路。如果需要购买系统或定制开发，如果合适的服务方的话，可以再另外发包交易。</p><p>我需求描述里提供的那些平台，接单着就不用提供了，我已经了解过了。</p><p>这个包的目的也是希望大家能帮助提供更多的思路和方案，感谢。</p><p><br></p>
把一个文件夹下的所有ppt文件转化为docx,桌面应用,100,1天,34,2020-04-02 22:07:20,https://zb.oschina.net/reward/detail?id=19529654,<p>把一个文件夹下的所有ppt文件转化为docx</p>
制作大屏网页模板,H5应用,300,1天,63,2020-04-02 14:38:53,https://zb.oschina.net/reward/detail?id=17529419,<p>做一个html网页模板，根据http提供的json数据显示在网页上。需要定时ajax刷新接口数据。</p>
健康护肤产品小程序+后台设计,设计,1000,10天,18,2020-03-31 21:11:02,https://zb.oschina.net/reward/detail?id=14529533,"<p>1。 小程序：商城+ 商品分类 -支付成功后跳出问卷调查。我的健康报告。套餐详情等。</p><p>2。 后台设计：<span style=""color: rgb(34, 34, 34);"">健康报告，套餐管理，订单管理等</span></p><p><br></p><p><br></p><p>设计要求高大尚，有大品牌的效果。有科技的感觉。类似华大基因官网。</p><p><span style=""color: rgb(34, 34, 34);"">接单的同学也请准备一下设计师资历介绍与作品。 感谢！</span></p><p>最好是深圳的合作商！</p>"
读取WX数据库,微信应用,300,5天,4,2020-03-16 17:04:21,https://zb.oschina.net/reward/detail?id=13527565,"<p>1·通过安卓版WX <span style=""color: rgb(34, 34, 34);"">无需ROOT   </span>读取聊天记录与好友关系  </p><p>2·通过IPHONE版WX   <span style=""color: rgb(34, 34, 34);"">读取聊天记录与好友关系  </span></p><p><span style=""color: rgb(34, 34, 34);"">3·通过电脑版或MAC版本 WX  读取聊天记录与好友关系  </span></p><p><br></p><p><span style=""color: rgb(34, 34, 34);"">总之是无论用什么方法，能够快速读取聊天记录与好友数据，能够快速直接读取WX本地数据库最佳，忽略网页版，因为网页版很多微信登录不上</span></p>"
ssm项目1.5w+15知网查重论文,WEB应用,200,10天,20,2020-03-16 12:46:27,https://zb.oschina.net/reward/detail?id=14527524,<p>ssm项目1.5w+15知网查重论文</p>
服务端处理程序,WEB应用,500,3天,53,2020-03-08 18:09:55,https://zb.oschina.net/reward/detail?id=12526883,<p>接受客户端post提交的数据，保存数据并调用python处理程序，返回处理结果。</p>
微信小程序连接蓝牙,物联网,200,1天,10,2020-03-04 13:30:51,https://zb.oschina.net/reward/detail?id=13526798,<p>调通几款指定安卓手机蓝牙连接不稳定问题</p>
智能DNS解决方案任务文案,设计,500,15天,3,2020-02-25 14:20:29,https://zb.oschina.net/reward/detail?id=18526055,"<p><span style=""color: rgb(51, 51, 51);"">域名智能DNS解析开发解决方案</span></p><p><span style=""color: rgb(51, 51, 51);"">主要是实现第三方域名dns解析功能，类似dnspod.cn、dns.com等第三方智能dns解析平台</span></p><p><span style=""color: rgb(51, 51, 51);"">要求构架合理，可以结合域名管理平台使用，也可以作为第三方智能dns平台使用</span></p><p><span style=""color: rgb(51, 51, 51);"">针对智能DNS解析开发、写出详细的解决方案</span></p><p><br></p><p><span style=""color: rgb(51, 51, 51);"">详细可加1902155417具体沟通</span></p>"
请技术人员教我会用whatsapp,移动应用,500,2天,19,2020-02-20 11:00:55,https://zb.oschina.net/reward/detail?id=19524365,<p>请技术人员教我会用whatsapp</p>
棋牌类手游辅助价格可议,移动应用,100,4天,7,2020-02-11 18:13:24,https://zb.oschina.net/reward/detail?id=19524415,<p>制作一款棋牌类手游的辅助软件</p>
微信小程序中的一个页面的UI设计,设计,200,1天,29,2020-02-06 21:10:27,https://zb.oschina.net/reward/detail?id=11524542,<p>本人开发的微信小程序，用于预定会议室，其中几个页面需要做页面的布局设计，先拿出一个页面来试试合作效果</p>
一整套电商平台,WEB应用,110,5天,27,2020-01-13 13:46:08,https://zb.oschina.net/reward/detail?id=11525972,<p>基本需求：</p><p>1、后台端，支持订单管理、客户管理、商品管理、物流管理、仓库管理、支付管理、报表管理、售后管理、分配订单、上门售后流程等</p><p>2、前端APP，支持商品列表、下单，我的、文章阅览，签到等基本功能</p><p>3、微信端，支持商品列表、下单，我的、文章阅览，签到等基本功能</p><p>4、能走通附件的业务流程</p><p><br></p><p>基本要求：</p><p>1、现成的一整套系统，有实施的成功案例（BUG少），支持二次开发</p><p>2、java语言，提供源代码</p><p>3、上海地区的公司，支持上门考察及技术代码交接。</p><p>4、最终价格可商议</p>
写一款APP，老师布置成语，家长语音或视频录制孩子讲的故事上传，老师查阅评论,移动应用,100,7天,12,2020-01-11 11:52:51,https://zb.oschina.net/reward/detail?id=16525942,<p>1、能适应苹果和安卓两个系统的App；</p><p>2、简单方便小学家长随时随地录制孩子们讲的故事（语音或视频），并实现上传；</p><p>3、下载有此App的家长可以分享已上传孩子讲的故事；</p><p>4、便于小学老师管理。查阅、评论、分享，类似喜马拉雅、凯叔讲故事的没有交易层面只有应用的简单版。</p><p>5、预计1周（费用3000~6000元，有类似源代码及开发经验尤佳），提供android和ios版本的软件源代码，提供发布下载，提供软件部署。（需要用到的云资源费用另计，qq：69665019）</p>
phpstudy apache http server已停止服务,WEB应用,200,2天,15,2020-01-03 15:18:57,https://zb.oschina.net/reward/detail?id=13525577,"<p>windows server2008r2,配置4G16核，安装的是phpstudy,<span style=""color: rgb(34, 34, 34);"">运行PHP网站，</span>访问量稍微一大，比如10个并发，apache就停止服务，错误日志报Terminating 80 threads that failed to exit.All worker threads have exited.</p><p>有解决方案加我QQ:1138090900详聊</p>"
办公辅助软件升级修改（提供源代码）,工具应用,200,3天,9,2020-01-01 10:43:26,https://zb.oschina.net/reward/detail?id=12525072,<p>办公辅助软件升级修改（提供源代码），完成项目后，按情况追加赏金</p>
单页面开发,H5应用,500,5天,98,2019-12-19 08:47:00,https://zb.oschina.net/reward/detail?id=12520727,<p>1、仿照http://m.lkkdesign.com/页面布局设计一个页面。可以简化，价格可议。</p><p>2、可要求提供相应的图片尺寸，大小，格式。</p>
Django网站开发部署AWS,WEB应用,100,5天,59,2019-12-18 02:04:03,https://zb.oschina.net/reward/detail?id=12520674,<p>需要Python网站后端开发，并对亚马逊AWS熟悉的最好。</p><p>Django2.2</p><p>mysql</p><p><br></p><p><br></p><p>我没有国内电话，请加QQ或微信.</p><p>QQ: 914424166</p><p>Weixin: soyhome</p>
定期群发代币,区块链,100,15天,11,2019-12-06 17:34:50,https://zb.oschina.net/reward/detail?id=11522302,<p>《定期群发代币智能合约》需求:（赏金仅为定金，可议价）</p><p>在ETH上的ERC-20合约代币需要定期（每月一次）群发</p><p>（一）绑定代币帐号地址A；</p><p>（<strong>二</strong>）读取、导入特定网站提供的用户积分表（地址、积分)；</p><p><strong>（三）每月群发</strong>代币<strong>一次：</strong>每月1日，按上述积分表提供的地址（不断新增）群发代币，1积分=1代币。</p>
QQ令牌验证码查询软件,工具应用,100,7天,1,2019-12-04 01:04:57,https://zb.oschina.net/reward/detail?id=12522828,<p>QQ被盗只有令牌码和QQ</p>
制作一个手机秒杀商品的脚本（价格见脚本商量）,工具应用,100,1天,4,2019-12-02 14:28:48,https://zb.oschina.net/reward/detail?id=15522926,<p>制作一个手机秒杀商品的脚本，要求能够ios系统手机使用，具体详谈微wcr615</p>
公众号文章添加定位功能，菜单添加跳转。,微信应用,100,1天,17,2019-11-28 19:37:34,https://zb.oschina.net/reward/detail?id=13522725,"<p><strong>微信公众号文章</strong></p><p><br></p><p>》在文章开头为几个目录</p><p>》文章中下面为目录的对应的文章内容</p><p><br></p><p>例子：</p><p>xxxx</p><p><br></p><p>1，AAA</p><p>2，BBB</p><p>3，CCC</p><p>......</p><p><br></p><p>AAA</p><p>内容..................................</p><p><span style=""color: rgb(34, 34, 34);"">........................................</span></p><p><span style=""color: rgb(34, 34, 34);"">........................................</span></p><p>BBB</p><p>内容..................................</p><p>........................................</p><p>........................................</p><p>CCC</p><p>内容..................................</p><p>........................................</p><p>........................................</p><p>需求：</p><p>1.因每个目录内容较长，要求可实现点击目录即可跳转下面对应内容页面的方法，和返回顶层功能。</p><p>类似点击定位，或描点功能。</p>"
获取ETH网络内部的所有ETH地址,区块链,500,2天,10,2019-11-05 17:19:07,https://zb.oschina.net/reward/detail?id=12011462,"<p>通过公共节点爬取的方式，获取所有的ETH地址，要求用python。</p><ol><li>从第一个区块开始到现在最新。</li><li>要在表内标注是普通地址还是合约地址，<span style=""color: rgb(34, 34, 34);"">要标注ETH地址发现的时间，</span></li><li>不能相重复</li><li>数据库用mysql</li></ol>"
xposed 二次开发,移动应用,100,1天,3,2019-10-26 11:09:22,https://zb.oschina.net/reward/detail?id=13013856,"<p>xposed 二次开发</p><p>具体价格和需求详聊, 确定没问题可以走平台</p><p>联系QQ NzY4Mjg1MDEw (base64)</p><p>备注xp</p>"
高价万元赏金找互联网引流高手,工具应用,100,30天,3,2019-10-11 16:11:56,https://zb.oschina.net/reward/detail?id=12018373,<p>能够通过各种方式帮我们实现人工引流，我们需要的群体有 宝妈粉、兼职粉、网赚粉，之前做过比较多的智联、BOSS直聘、58上面找工作的这一部分粉，引流进来的效果是不错的，如果有人有比较好的方式方法，我们也愿意偿试。操作也很简单，我们会给到你一些微信号，不管你通过各种方式，只要能把对方引流进来添加我们的微信，我们会在微信上跟对方介绍聊天做转化。添加进来的粉都是按个数人头给钱的，每天的需求量很大，只要你引流进来的粉都是非常真实、质量好的粉，有多少我们要多少，但是如果想用一些假粉来滥竽充数的就不必了哈，当我们测试了十几个粉就知道粉的质量了，如果是很假的量，那我们会马上停止与你的合作。只要你们引流的粉质量好，我保证让你一个月轻轻松松赚几十万。各位赚钱的机会来了. 对引流比较熟悉的高手可以联系我了，联系我V信：ZAza1414291327</p>
这个发布只是个测试 大家可以不予理会,WEB应用,100,1天,11,2019-09-24 17:23:51,https://zb.oschina.net/reward/detail?id=18018098,"<p>需要精通Java，<span style=""color: rgb(34, 34, 34);"">JavaScript等语言</span></p>"
